last_name,first_name,article_title,fa_insti
Shin, Donghee ,Exploring immersive experience in journalism,"Chung Ang Univ, Seoul, South Korea"
Wang, Cynthia ,The Promise of Kickstarter: Extents to Which Social Networks Enable Alternate Avenues of Economic Viability for Independent Musicians Through Crowdfunding,"Calif State Univ Los Angeles, Commun, Los Angeles, CA 90032 USA"
Wang, Georgette ,Media Communication Research in the Digital Era: Moving Beyond Ontological Dualism,"Natl Chengchi Univ, Coll Commun, Taipei, Taiwan"
Wang, Georgette ,"Culture, Paradigm, and Communication Theory: A Matter of Boundary or Commensurability?","Natl Chengchi Univ, Dept Journalism, Taipei 11623, Taiwan"
Shin, YoungJu ,A longitudinal study of parental anti-substance-use socialization for early adolescents' substance-use behaviors,"Arizona State Univ, Hugh Downs Sch Human Commun, Tempe, AZ 85287 USA"
Wang, Stephen W. ,Enhancing Brand Credibility Via Celebrity Endorsement Trustworthiness Trumps Attractiveness and Expertise,"Natl Taiwan Ocean Univ, Coll Maritime Sci & Management, Dept Shipping & Transportat Management, Mkt, Keelung, Taiwan"
Wang, Alex ,When synergy in marketing communication online enhances audience response: The effects of varying advertising and product publicity messages,"Univ Connecticut, Stamford, CT USA"
Wang, A ,The effects of expert and consumer endorsements on audience response,"Univ Connecticut, Stamford, CT USA"
Wang, Alex ,Advertising engagement: A driver of message involvement on message effects,"Univ Connecticut, Stamford, CT USA"
Wang, Weirui ,Framing genetically modified mosquitoes in the online news and Twitter: Intermedia frame setting in the issue-attention cycle,"Florida Int Univ, Dept Commun, North Miami, FL 33181 USA"
Sun,Shaojing,"Public and Personal Responses to Environmental Pollution in China: Differential Susceptibility, Direct Experience, and Media Use","Fudan Univ, Shanghai, Peoples R China"
Wang,Haiyan,Foreign News as a Marketable Power Display: Foreign Disaster Reporting by the Chinese Local Media,"Chinese Univ Hong Kong, Hong Kong, Hong Kong, Peoples R China"
Wang,Bess Y.,"TECHNOLOGICAL PRACTICES, NEWS PRODUCTION PROCESSES AND JOURNALISTIC WITNESSING: Hong Kong journalists in the 2011 Japan earthquake","Chinese Univ Hong Kong, Sch Journalism & Commun, Shatin, Hong Kong, Peoples R China"
Wang,Qiang,Caching resource management of mobile edge network based on Stackelberg game,"Harbin Inst Technol Shenzhen, Sch Elect & Informat Engn, Shenzhen 518055, Guangdong, Peoples R China"
Wang,Ruoxu,Let me take a selfie: Exploring the psychological effects of posting and viewing selfies and groupies on social media,"Penn State Univ, Coll Commun, University Pk, PA 16802 USA"
Shin,Jae-Hwa,Contingent factors: Modeling generic public relations practice in South Korea,"Univ So Mississippi, Sch Journalism & Mass Commun, Hattiesburg, MS 39406 USA"
Shin,Jae-Hwa,Occam's Razor in the contingency theory: A national survey on 86 contingent variables,"Univ So Mississippi, Sch Journalism & Mass Commun, Hattiesburg, MS 39406 USA"
Shin,JH,Going head to head: Content analysis of high profile conflicts as played out in the press,"Univ So Mississippi, Sch Mass Commun & Journalism, Hattiesburg, MS 39406 USA"
Wang,Haiyan,Popular journalism in China: A study of China Youth Daily,"Sun Yat Sen Univ, Sch Commun & Design, Guangzhou, Guangdong, Peoples R China"
Wang,Qun,PROBLEMS AND SOLUTIONS FOR AMERICAN POLITICAL COVERAGE Journalistic self-critique in the wake of the 2016 presidential election,"Rutgers State Univ, Sch Commun & Informat, New Brunswick, NJ 08901 USA"
Wang,Zuoming,"Health information, credibility, homophily, and influence via the Internet: Web sites versus discussion groups","Univ N Texas, Dept Commun Studies, Denton, TX 76203 USA"
Sun,Shaojing,"Media Use, Cognitive Performance, and Life Satisfaction of the Chinese Elderly","Fudan Univ, Sch Journalism, Shanghai, Peoples R China"
Shin,YoungJu,"""Entertainment-Education Videos as a Persuasive Tool in the Substance Use Prevention Intervention """"keepin' it REAL""""""","Arizona State Univ, Hugh Downs Sch Human Commun, 950 S Forest Mall,POB 1205, Tempe, AZ 85287 USA"
Shin,YoungJu,"""Differential Effects of Parental """"drug talk"""" Styles and Family Communication Environments on Adolescent Substance Use""","Arizona State Univ, Hugh Downs Sch Human Commun, 950 S Forest Mall POB 1205, Tempe, AZ 85287 USA"
Shin,YoungJu,Trends of Parent-Adolescent Drug Talk Styles in Early Adolescence,"Arizona State Univ, Hugh Downs Sch Human Commun, 950 S Forest Mall POB 1205, Tempe, AZ 85287 USA"
Sun,Ye,"Disgust, Need for Affect, and Responses to Microbiome Research","Univ Utah, Dept Commun, Languages & Commun Bldg,255 South Cent Campus Dr, Salt Lake City, UT 84112 USA"
Sun,Ye,Beyond Personal Responsibility: Examining the Effects of Narrative Engagement on Communicative and Civic Actions,"Univ Utah, Dept Commun, Languages & Commun Bldg,255 South Cent Campus Dr, Salt Lake City, UT 84112 USA"
Sun,Ye,Understanding the third-person perception: Evidence from a meta-analysis,"Univ Wisconsin, Dept Commun Arts, Madison, WI 53706 USA"
Sun,Shaojing,The role of motivation and media involvement in explaining,"Fudan Univ, Sch Journalism, Shanghai 200433, Peoples R China"
Shin,Wonsun,Tweens' Online Privacy Risks and the Role of Parental Mediation,"Nanyang Technol Univ, Sch Commun & Informat, Singapore, Singapore"
Wang,Yi-Sheng,Using netnography for the study of role-playing in female online games Interpretation of situational context model,"Oriental Inst Technol, Mkt, Dept Mkt & Distribut Management, New Taipei, Taiwan"
Wang,Yi,Unpacking the organizational impacts of enterprise mobility using the repertory grid technique,"Southwestern Univ Finance & Econ, Sch Business Adm, Chengdu, Sichuan, Peoples R China"
Wang,Edward Shih-Tse,Investigating member commitment to virtual communities using an integrated perspective,"Natl Chung Hsing Univ, Taichung 40227, Taiwan"
Wang,Yi-Shun,The measurement and dimensionality of e-learning blog satisfaction Two-stage development and validation,"Natl Changhua Univ Educ, Dept Informat Management, Changhua, Taiwan"
Shin,Donghee,"Interaction, engagement, and perceived interactivity in single-handed interaction","Chung Ang Univ, Sch Media & Commun, Seoul, South Korea"
Wang,Cheng-Jun,"Discussing Occupy Wall Street on Twitter: Longitudinal Network Analysis of Equality, Emotion, and Stability of Public Discussion","City Univ Hong Kong, Dept Media & Commun, Kowloon 999077, Hong Kong, Peoples R China"
Shin,Mincheol,Uncanny Valley Effects on Friendship Decisions in Virtual Social Networking Service,"Syracuse Univ, SI Newhouse Sch Publ Commun, 215 Univ Pl, Syracuse, NY 13244 USA"
Shin,Wonsun,Developmental antecedents to children's responses to online advertising,"Nanyang Technol Univ, Wee Kim Wee Sch Commun & Informat, Singapore 637718, Singapore"
Wang,Ningxin,Associations Between Parents' and Young Adults' Face-to-Face and Technologically Mediated Communication Competence: The Role of Family Communication Patterns,"Bloomsburg Univ Penn, Dept Commun Studies, Bloomsburg, PA USA"
Sun,Ye,On the behavioral component of the third-person effect,"Univ Texas Austin, Dept Advertising, Austin, TX 78712 USA"
Wang,Qi,The Effect of Conflict Goals on Avoidance Strategies: What Does Not Communicating Communicate?,"Villanova Univ, Dept Commun, Villanova, PA 19085 USA"
Wang,Zuoming,Social Identification and Interpersonal Communication in Computer-Mediated Communication: What You Do Versus Who You Are in Virtual Groups,"Univ N Texas, Dept Commun Studies, Denton, TX 76203 USA"
Shin,Jieun,Political rumoring on Twitter during the 2012 US presidential election: Rumor diffusion and correction,"Univ Southern Calif, Annenberg Sch Commun & Journalism, 3502 Watt Way, Los Angeles, CA 90089 USA"
Wang,Bingqing,Families that play together stay together: Investigating family bonding through video games,"Univ Calif Davis, Davis, CA 95616 USA"
Wang,Ruoxu,Why Do We Pin? New Gratifications Explain Unique Activities in Pinterest,"Penn State Univ, Mass Commun, University Pk, PA 16802 USA"
Wang,Guangping,"Advertiser Risk Taking, Campaign Originality, and Campaign Performance","Penn State Univ, Sch Grad Profess Studies, Malvern, PA 19355 USA"
Trieu,Penny,"Who likes to be reachable? Availability preferences, weak ties, and bridging social capital","Univ Michigan, Sch Informat, North Quad Room 4413,105 S State Str, Ann Arbor, MI 48109 USA"
Wen, Nainan ,Examining Effects of Informational Use of Social Media Platforms and Social Capital on Civic Engagement Regarding Genetically Modified Foods in China,"Nanjing Univ, Nanjing, Jiangsu, Peoples R China"
Wen, Nainan ,Effects of celebrity involvement on young people's political and civic engagement,"Macau Univ Sci & Technol, Fac Humanities & Arts, Macau, Peoples R China"
Appiah, Osei ,"Cultural Voyeurism: A New Framework for Understanding Race, Ethnicity, and Mediated Intergroup Interaction","Ohio State Univ, Sch Commun, 3050 Derby Hall, Columbus, OH 43210 USA"
Appiah, O ,Americans online: Differences in surfing and evaluating race-targeted web sites by black and white users,"Ohio State Univ, Sch Journalism & Commun, Columbus, OH 43210 USA"
Appiah, O ,Effects of ethnic identification on Web browsers' attitudes toward and navigational patterns on race-targeted sites,"Ohio State Univ, Sch Journalism & Commun, Columbus, OH 43210 USA"
YUM, JO ,COMMUNICATION DIVERSITY AND INFORMATION ACQUISITION AMONG KOREAN IMMIGRANTS IN HAWAII,Missing
YUM, JO ,THE IMPACT OF CONFUCIANISM ON INTERPERSONAL RELATIONSHIPS AND COMMUNICATION PATTERNS IN EAST-ASIA,Missing
Appiah, Osei ,"""The effectiveness of """"typical-user"""" testimonial advertisements on black and white browsers' evaluations of products on commercial websites: Do they really work?""","Ohio State Univ, Sch Commun, Columbus, OH 43210 USA"
Wen,Nainan,What Do Social Media Say About Makeovers? A Content Analysis of Cosmetic Surgery Videos and Viewers' Responses on YouTube,"Nanjing Univ, Sch Journalism & Commun, Nanjing, Peoples R China"
Appiah,Osei,"Ingroup Favoritism and Outgroup Derogation: Effects of News Valence, Character Race, and Recipient Race on Selective News Reading","Ohio State Univ, Sch Commun, Columbus, OH 43210 USA"
Chua, Sherwin ,"Audience-Centric Engagement, Collaboration Culture and Platform Counterbalancing: A Longitudinal Study of Ongoing Sensemaking of Emerging Technologies","Univ Gothenburg, Dept Journalism Media & Commun, S-40530 Gothenburg, Sweden"
Chua, Andrea A. ,US government efforts to repair its image after the 2008 financial crisis,"Nanyang Technol Univ, Wee Kim Wee Sch Commun & Informat, Singapore, Singapore"
Chua, Beng Huat ,The regionalization of television and China,"Natl Univ Singapore, Dept Sociol & Leader, Asia Res Inst, Singapore 117548, Singapore"
Chua, Cecil Eng Huang ,Why Do Virtual Communities Regulate Speech?,"Nanyang Technol Univ, Nanyang Business Sch, Informat Technol & Operat Management Dept, Singapore 639798, Singapore"
Chua,Hui Na,Impact of employees' demographic characteristics on the awareness and compliance of information security policy in organizations,"Sunway Univ, Dept Comp & Informat Syst, Subang Jaya, Selangor, Malaysia"
Chua,Hui Na,Compliance to personal data protection principles: A study of how organizations frame privacy policy notices,"Sunway Univ, Dept Comp & Informat Syst, Subang Jaya, Selangor, Malaysia"
Bae, Hyuhn-Suhck ,Entertainment-education and recruitment of cornea donors: The role of emotion and issue involvement,"Yeungnam Univ, Dept Media & Commun, Gyungsan Si 712749, Gyungbuk, South Korea"
Bae, HS ,Product differentiation in national TV newscasts: A comparison of the cable all-news networks and the broadcast networks,Missing
Bae, Joonheui ,Lemons problem in collaborative consumption platforms: Different decision heuristics chosen by consumers with different cognitive styles,"Kyungpook Natl Univ, Sch Management, Daegu, South Korea"
Bae, Beom Jun ,What answers do questioners want on social Q&A? User preferences of answers about STDs,"Georgia Southern Univ, Dept Commun Arts, Statesboro, GA USA"
Bae,Joonheui,Affective value of game items: a mood management and selective exposure approach,"Kyungpook Natl Univ, Sch Management, Daegu, South Korea"
Bae,Joonheui,Perceived CSR initiatives and intention to purchase game items: The motivational mechanism of self-esteem and compassion,"Kyungpook Natl Univ, Sch Management, Daegu, South Korea"
Kim, Jinsook ,"Rumors, Hatred, and the Politics of Multiculturalism: Unpacking Rumors About Jasmine Lee","Univ Texas Austin, Dept Radio Televis Film, Austin, TX 78712 USA"
Kim, Yonghwan ,Discussion Network Heterogeneity Matters: Examining a Moderated Mediation Model of Social Media Use and Civic Engagement,"Univ Alabama, Tuscaloosa, AL 35487 USA"
Kim, Jinhee ,Enjoyment and Appreciation as Motivators for Coping: Exploring the Therapeutic Effects of Media Messages on Perceived Threat,"Pohang Univ Sci & Technol, Pohang, South Korea"
Kim, Tae Young ,Cultural Policy in the Korean Wave: An Analysis of Cultural Diplomacy Embedded in Presidential Speeches,"Simon Fraser Univ, Burnaby, BC V5A 1S6, Canada"
Kim, Bohyeong ,"""The Cultural Cold War Goes """"Vulgar"""": Radio Serial Melodrama in Post-Korean War South Korea, 1956-1960""","Univ Massachusetts Amherst, Amherst, MA 01003 USA"
Kim, Hye Kyung ,Curious or Afraid of Using Study Drugs? The Effects of Self-Referent Thoughts and Identification on Anticipated Affect,"Nanyang Technol Univ, Singapore, Singapore"
Kim, Hun Shik ,EMERGING MEDIA IN PERIL Iraqi journalism in the post-Saddam Hussein era,"Univ Colorado, Sch Journalism & Mass Commun, Boulder, CO 80309 USA"
Kim, Soochul ,'Now it's indie': The creative turn of the cultural policy in the Korean indie music scene,"Konkuk Univ, 120 Neungdong Ro, Seoul 05029, South Korea"
Kim, Daekyung ,Political blog readers: Predictors of motivations for accessing political blogs,"Idaho State Univ, Dept Mass Commun, Pocatello, ID 83209 USA"
Kim, Yonghwan ,Social media and Online political participation: The mediating role of exposure to cross-cutting and like-minded perspectives,"Univ Alabama, Coll Commun & Informat Sci, Dept Telecommun & Film, Tuscaloosa, AL 35487 USA"
Kim, Mihee ,"How does Facebook news use lead to actions in South Korea? The role of Facebook discussion network heterogeneity, political interest, and conflict avoidance in predicting political participation","Sejong Univ, Seoul, South Korea"
Kim, Taeyang ,Social platform innovation of open source hardware in South Korea,"Sungkyunkwan Univ, Dept Interact Sci, 53 Myungryun Dong,Int Hall, Seoul 110745, South Korea"
Kim, Ji Won ,Personality traits and psychological motivations predicting selfie posting behaviors on social networking sites,"Syracuse Univ, SI Newhouse Sch Publ Commun, 215 Univ Pl, Syracuse, NY 13210 USA"
Kim, Eun ,Online movie success in sequential markets: Determinants of video-on-demand film success in Korea,"Korea Univ, Sch Media & Commun, Seoul, South Korea"
Kim, Ki Joon ,Can smartphones be specialists? Effects of specialization in mobile advertising,"Sungkyunkwan Univ, Interact Sci Res Ctr, Seoul 110745, South Korea"
Kim, Daewon ,Consumer welfare of informative messages via mobile instant messenger: A case of KakaoTalk's Info-Talk,"Kakao Corp, Jeju Si, Jeju Do, South Korea"
Kim, Jinhee ,Political disagreement and ambivalence in new information environment: Exploring conditional indirect effects of partisan news use and heterogeneous discussion networks on SNSs on political participation,"Pohang Univ Sci & Technol, Div Humanities & Social Sci, 77 Cheongam Ro, Pohang 37673, South Korea"
Kim, Tae-Yang ,The survival strategy of branded content in the over-the-top (OTT) environment: Eye-tracking and Q-methodology approach in digital product placement,"Daejin Univ, Dept Media Commun, 1007 Hoguk Ro, Pocheon Si, Gyeonggi Do, South Korea"
Kim, Weonseek ,Economic analysis of the media representative's bundling strategy and program quality: The Korean experience,"Hongik Univ, Sch Econ, Seoul, South Korea"
Kim, Daewon ,Newspaper journalists' attitudes towards robot journalism,"Kakao, 7F,235 Pangyoyeok Ro, Seongnam Si 13494, Gyeonggi Do, South Korea"
Kim, Seeun ,Examining the antecedents and consequences of mobile app engagement,"Auburn Univ, Dept Consumer & Design Sci, Auburn, AL 36849 USA"
Kim, Yungwook ,Korean practitioners and journalists: Relational influences in news selection,"Ewha Womans Univ, Sch Commun, Seoul 120750, South Korea"
Kim, Sora ,Predictors of organizations' crisis communication approaches: Full versus limited disclosure,"Univ Florida, Dept Publ Relat, Coll Journalism & Commun, Gainesville, FL 32611 USA"
Kim, Ji Young ,Effects of government public relations on international news coverage,"Syracuse Univ, SI Newhouse Sch Publ Commun, Syracuse, NY 13244 USA"
Kim, Yeonsoo ,Strategic communication of corporate social responsibility (CSR): Effects of stated motives and corporate reputation on stakeholder responses,"James Madison Univ, Sch Commun Studies, Harrisonburg, VA 22807 USA"
Kim, Young ,Toward an effective government-public relationship: Organization-public relationship based on a synthetic approach to public segmentation,"Louisiana State Univ, Manship Sch Mass Commun, Baton Rouge, LA 70803 USA"
Kim, Jarim ,Public relations and public diplomacy in cultural and educational exchange programs: A coorientational approach to the Humphrey Program,"Kookmin Univ, Sch Commun, Bugak Hall 603,77 Jeongneung Ro, Seoul 136702, South Korea"
Kim, YW ,Ethical standards appear to change with age and ideology: a survey of practitioners,"Univ Missouri, Sch Journalism, Columbia, MO 65211 USA"
Kim, Jangyul Robert ,"""A theoretical perspective on """"fear"""" as an organizational motivator for initiating public relations activities""","Colorado State Univ, Dept Journalism & Tech Commun, Ft Collins, CO 80523 USA"
Kim, Yungwook ,The influence of Chemyon on facework and conflict styles: Searching for the Korean face and its impact,"Ewha Womans Univ, Sch Commun, Seoul 120750, South Korea"
Kim, Sora ,The complex attribution process of CSR motives,"Univ Florida, Dept Publ Relat, Gainesville, FL 32611 USA"
Kim, Soo-Yeon ,Public relations' place in corporate social responsibility: Practitioners define their role,"Univ Georgia, Dept Advertising & Publ Relat, Grady Coll Journalism & Mass Commun, Athens, GA 30602 USA"
Kim, Soojin ,Communication or action? Strategies fostering ethical organizational conduct and relational outcomes,"Singapore Management Univ, Lee Kong Chian Sch Business, 50 Stamford Rd, Singapore 178899, Singapore"
Kim, Soo-Yeon ,An exploratory study of transformed media relations dimensions after the implementation of an anti-graft law in Korea,"Sogang Univ, Sch Commun, Seoul 121742, South Korea"
Kim, Jarim ,"Underlying processes of SCCT: Mediating roles of preventability, blame, and trust","Kookimin Univ, Sch Commun, Bugak Hall 603,77 Jeongneung Ro, Seoul 136702, South Korea"
Kim, Minsoo ,Examining the role of sense of community: Linking local government public relationships and community-building,"Univ Tennessee, Coll Commun & Informat, Sch Advertising & Publ Relat, 476 Commun,1345 Pk Dr, Knoxville, TN 37996 USA"
Kim, Yungwook ,Negotiating with terrorists: The iterated game of the Taliban Korean hostage case,"Ewha Womans Univ, Sch Commun, Seoul 120750, South Korea"
Kim, Cheonsoo ,"Like, comment, and share on Facebook: How each behavior differs from the other","Indiana Univ Bloomington, Media Sch, Bloomington, IN 47405 USA"
Kim, Jarim ,Why do people take to the streets? Understanding the multidimensional motivations of protesting publics,"Kookmin Univ, Sch Commun, Bugak Hall 603,77 Jeongneung Ro, Seoul 136702, South Korea"
Kim, Janna L. ,Assessing Alcohol and Sexual Content on Reality Dating Programs,"Calif State Univ Fullerton, Dept Child & Adolescent Studies, 800 N State Coll Blvd, Fullerton, CA 92834 USA"
Kim, Sora ,The Role of Prior Expectancies and Relational Satisfaction in Crisis,"Univ Florida, Gainesville, FL 32611 USA"
Kim, Minchul ,Parental Influence on Adolescent Preference for Television Public Affairs Content: A South Korean Panel Study,"Indiana Univ, Media Sch, Franklin Hall,601 E Kirkwood Ave, Bloomington, IN 47405 USA"
Kim, Y ,Measuring the bottom-line impact of corporate public relations,"Illinois State Univ, Dept Commun, Normal, IL 61761 USA"
Kim, ST ,"""Mapping an economic """"globalization"""" news paradigm: A multi-national comparative analysis""","Korea Univ, Sch Journalism & Mass Commun, Seoul 136701, South Korea"
Kim, Nam Young ,"""RELEVANCE TO THE RESCUE: CAN """"SMART ADS"""" REDUCE NEGATIVE RESPONSE TO ONLINE AD CLUTTER?""","Louisiana State Univ, Manship Sch Mass Commun, Baton Rouge, LA 70803 USA"
Kim, ST ,Making a difference: US press coverage of the Kwangju and Tiananmen pro-democracy movements,"Indiana Univ, Sch Journalism, Bloomington, IN 47405 USA"
Kim, Kihan ,News story descriptions and the public's opinions of political candidates,"Univ Hartford, Sch Commun, Hartford, CT 06117 USA"
Kim, Soo-Yeon ,HOW PUBLIC RELATIONS PROFESSIONALISM INFLUENCES CORPORATE SOCIAL RESPONSIBILITY: A SURVEY OF PRACTITIONERS,"Univ Florida, Coll Journalism & Commun, Gainesville, FL 32611 USA"
Kim, Hun Shik ,FORCES OF GATEKEEPING AND JOURNALISTS' PERCEPTIONS OF PHYSICAL DANGER IN POST-SADDAM HUSSEIN'S IRAQ,"Univ Colorado, Sch Journalism & Mass Commun, Boulder, CO 80309 USA"
Kim, Ji Young ,The Role of Affect in Agenda Building for Public Relations: Implications for Public Relations Outcomes,"Bradley Univ, Peoria, IL 61625 USA"
Kim, Yonghwan ,Does Disagreement Mitigate Polarization? How Selective Exposure and Disagreement Affect Political Polarization,"Univ Alabama, Dept Telecommun & Film, Tuscaloosa, AL 35487 USA"
Kim, Sei-Hill ,Talking About School Bullying: News Framing of Who Is Responsible for Causing and Fixing the Problem,"Univ South Carolina, Grad Studies & Res, Sch Journalism & Mass Commun, Columbia, SC USA"
Kim, Sei-Hill ,"Media use, social capital, and civic participation in South Korea","Auburn Univ, Dept Commun & Journalism, Auburn, AL 36849 USA"
Kim, Young Mie ,The DC factor? Advocacy groups in the news,"Univ Wisconsin, Sch Journalism & Mass Commun, Madison, WI 53706 USA"
Kim, Kyung Mee ,Exploring gaps in the online economic inclusion of persons with disabilities in Korea,"Soongsil Univ, Dept Social Welf, Sangdo Ro 369, Seoul 06978, South Korea"
Kim, Heewon ,"Differential Impacts of Functional, Geographical, and Hierarchical Diversity on Knowledge Sharing in the Midst of Organizational Change","Arizona State Univ, Hugh Downs Sch Human Commun, Tempe, AZ 85287 USA"
Kim, Heewon ,The Mutual Constitution of Social Media Use and Status Hierarchies in Global Organizing,"Arizona State Univ, Hugh Downs Sch Human Commun, POB 871205, Tempe, AZ 85287 USA"
Kim, Jinhee ,What Combination of Message Characteristics Determines Hedonic and Counter-Hedonic Preferences? An Examination of the Interplay Between Valence and Semantic Affinity,"Cleveland State Univ, Sch Commun, Cleveland, OH 44115 USA"
Kim, Youngju ,When partisans see media coverage as hostile: The effect of uncivil online comments on hostile media effect,"Konkuk Univ, Dept Mass Commun, Chungju, South Korea"
Kim, Mihee ,The Role of Partisan Sources and Audiences' Involvement in Bias Perceptions of Controversial News,"Sungkyunkwan Univ, Dept Journalism & Mass Commun, 25-2 Sungkyunkwan Ro, Seoul, South Korea"
Kim, Heewon ,Working through paradoxes: Transnational migrants' urban learning tactics using locative technology,"Rutgers State Univ, Sch Commun & Informat, 4 Huntington St, New Brunswick, NJ 08901 USA"
Kim, Kyongseok ,Time Matters: Framing Antismoking Messages Using Current Smokers' Preexisting Perceptions of Temporal Distance to Smoking-Related Health Risks,"Towson Univ, Dept Mass Commun & Commun Studies, 8000 York Rd, Towson, MD 21252 USA"
Kim, Hye Kyung ,Cultural Effects on Cancer Prevention Behaviors: Fatalistic Cancer Beliefs and Risk Optimism Among Asians in Singapore,"Nanyang Technol Univ, Wee Kim Wee Sch Commun & Informat, 31 Nanyang Link,03-08, Singapore 637718, *, Singapore"
Kim, Sungsu ,Medical Drama Viewing and Healthy Lifestyle Behaviors: Understanding the Role of Health Locus of Control Beliefs and Education Level,"Univ Georgia, Grady Coll Journalism & Mass Commun, Dept Advertising & Publ Relat, 120 Hooper St, Athens, GA 30602 USA"
Kim, Hyojin ,The Effects of Interactivity on Information Processing and Attitude Change: Implications for Mental Health Stigma,"Univ Florida, Dept Advertising, Coll Journalism & Commun, Gainesville, FL 32611 USA"
Kim, Jarim ,Effects of Consideration of Future Consequences and Temporal Framing on Acceptance of the HPV Vaccine Among Young Adults,"Kookmin Univ, Sch Commun, 77 Jeongneung Ro, Seoul 136702, South Korea"
Kim, Hyunjung ,The Indirect Effect of Source Information on Psychological Reactance Against Antismoking Messages Through Perceived Bias,"Keimyung Univ, Dept Journalism & Visual Commun, 1095 Dalgubeol Daero, Daegu 42601, South Korea"
Kim, Hyo Jung ,The Impacts of Vicarious Illness Experience on Response to Gain-Versus Loss-Framed Breast Cancer Screening (BCS) Messages,"Nanyang Technol Univ, Wee Kim Wee Sch Commun & Informat, Singapore 637718, Singapore"
Kim, Hyang-Sook ,Motivating contributions to online forums: can locus of control moderate the effects of interface cues?,"Towson Univ, Dept Mass Commun & Commun Studies, Towson, MD 21252 USA"
Kim, Hyunjung ,Perception and Emotion: The Indirect Effect of Reported Election Poll Results on Political Participation Intention and Support for Restrictions,"Univ Oklahoma, Dept Commun, Norman, OK 73019 USA"
Kim, Minchul ,Personality Basis for Partisan News Media Use: Openness to Experience and Consumption of Liberal News Media,"Indiana Univ Bloomington, Media Sch, Franklin Hall,601 E Kirkwood Ave, Bloomington, IN 47405 USA"
Kim, Minchul ,Testing Partisan Selective Exposure in a Multidimensional Choice Context: Evidence from a Conjoint Experiment,"Indiana Univ, Media Sch, Bloomington, IN 47405 USA"
Kim, Mihee ,Partisans and Controversial News Online: Comparing Perceptions of Bias and Credibility in News Content From Blogs and Mainstream Media,"Kookmin Univ, Dept Journalism & Mass Commun, Seoul 136702, South Korea"
Kim, Ji Young ,Message strategies in smartphone patent battles Ownership and innovation capability,"Univ Hawaii Manoa, Dept Commun, Honolulu, HI 96822 USA"
Kim, Soojin ,Strategic predisposition in communication management Understanding organizational propensity towards bridging strategy,"Singapore Management Univ, Lee Kong Chian Sch Business, Singapore, Singapore"
Kim, Minji ,"Reliable, valid and efficient evaluation of media messages Developing a message testing protocol","Univ Calif San Francisco, Ctr Tobacco Control Res & Educ, San Francisco, CA 94143 USA"
Kim, Kyunghye ,Profile of e-Patients: Analysis of Their Cancer Information-Seeking From a National Survey,"Florida State Univ, Sch Lib & Informat Studies, Coll Commun & Informat, Tallahassee, FL 32306 USA"
Kim, Hye Kyung ,Exploring Optimistic Bias and the Integrative Model of Behavioral Prediction in the Context of a Campus Influenza Outbreak,"Cornell Univ, Dept Commun, Ithaca, NY 14853 USA"
Kim, Sunny Jung ,Emotional Expressions in Antismoking Television Advertisements: Consequences of Anger and Sadness Framing on Pathways to Persuasion,"Dartmouth Coll, Geisel Sch Med Dartmouth, Lebanon, NH 03766 USA"
Kim, Sei-Hill ,Talking about obesity: News framing of who is responsible for causing and fixing the problem,"Auburn Univ, Dept Commun & Journalism, Auburn, AL 36849 USA"
Kim, Jeong-Nam ,Communication and Cybercoping: Coping With Chronic Illness Through Communicative Action in Online Support Networks,"Purdue Univ, Brian Lamb Sch Commun, W Lafayette, IN 47907 USA"
Kim, Hye Kyung ,Conditional Effects of Gain-Loss-Framed Narratives among Current Smokers at Different Stages of Change,"Nanyang Technol Univ, Wee Kim Wee Sch Commun & Informat, 31 Nanyang Link,03-08, Singapore 637718, Singapore"
Kim, Jarim ,Consideration of Future Consequences and HPV Vaccine Uptake Among Young Adults,"Kookmin Univ, Sch Commun, Seoul 136702, South Korea"
Kim, YM ,Use and disuse of contextual primes in dynamic news environments,"Ohio State Univ, Columbus, OH 43210 USA"
Kim, Hyun Suk ,Attracting Views and Going Viral: How Message Features and News-Sharing Channels Affect Health News Diffusion,"Univ Penn, Annenberg Sch Commun, Philadelphia, PA 19104 USA"
Kim, Young Mie ,Just laugh! You don't need to remember: The effects of entertainment media on political information acquisition and information processing in political judgment,"Ohio State Univ, Sch Commun, Columbus, OH 43210 USA"
Kim, Jeong-Nam ,Problem Solving and Communicative Action: A Situational Theory of Problem Solving,"Purdue Univ, Dept Commun, W Lafayette, IN 47907 USA"
Kim, Cheonsoo ,Social Media Type Matters: Investigating the Relationship Between Motivation and Online Social Network Heterogeneity,"Indiana Univ, Media Sch, Bloomington, IN 47405 USA"
Kim, Young Mie ,Where Is My Issue? The Influence of News Coverage and Personal Issue Importance on Subsequent Information Selection on the Web,"Ohio State Univ, Sch Commun, Columbus, OH 43210 USA"
KIM, H ,THEORIZING DEREGULATION - AN EXPLORATION OF THE UTILITY OF THE BROADCAST POLICY-MAKING SYSTEM MODEL,Missing
Kim, HS ,Gatekeeping international news: An attitudinal profile of US television journalists,"Korean Broadcasting Syst, Seoul, South Korea"
Kim, Dam Hee ,Media Diversity Policies for the Public: Empirical Evidence Examining Exposure Diversity and Democratic Citizenship,"Univ Michigan, Dept Commun Studies, Ann Arbor, MI 48109 USA"
Kim, Jinhee ,How Do We Regulate Sadness Through Entertainment Messages? Exploring Three Predictions,"Pohang Univ Sci & Technol, Div Humanities & Social Sci, Dept Creat IT Engn, Pohang, South Korea"
